City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
156,maningrida,-12.0667,134.2667,26.08,81,96,6.68,AU,1687683681
157,tuatapere,-46.1333,167.6833,10.6,92,100,2.9,NZ,1687683681
158,hanzhong,33.0728,107.0303,30.71,43,3,1.48,CN,1687683682
159,san quintin,30.4833,-115.95,15.95,90,4,6.67,MX,1687683682
160,brody,50.0879,25.1503,17.34,87,100,2.75,UA,1687683682
161,calamar,10.2511,-74.9146,24.24,95,85,0.62,CO,1687683682
162,friendswood,29.5294,-95.201,28.88,90,40,4.12,US,1687683606
163,richards bay,-28.783,32.0377,22.4,63,7,0.48,ZA,1687683684
164,grand-santi,4.25,-54.3833,21.58,99,33,0.95,GF,1687683684
165,goderich,43.7501,-81.7165,16.06,94,78,2.06,CA,1687683567
166,san cristobal,7.7669,-72.225,19.06,97,100,1.58,VE,1687683685
167,prince george,53.9166,-122.753,16.69,73,0,4.63,CA,1687683685
168,koumac,-20.5667,164.2833,20.26,76,18,3.63,NC,1687683686
169,chaman,30.9236,66.4512,40.86,14,0,5.56,PK,1687683686
170,bowen,-20.0167,148.2333,22.11,85,99,4.03,AU,1687683687
171,matay,28.419,30.7792,34.65,19,0,6.45,EG,1687683687
172,lavrentiya,65.5833,-171.0,6.76,96,99,1.05,RU,1687683687
173,pangnirtung,66.1451,-65.7125,2.09,80,79,2.24,CA,1687683687
174,dikson,73.5069,80.5464,0.72,84,100,3.85,RU,1687683688
175,tondon,10.3667,-13.35,26.19,89,99,0.89,GN,1687683688
176,mareeba,-17.0,145.4333,21.4,79,54,1.83,AU,1687683688
177,gladstone,-23.85,151.25,22.1,78,16,3.09,AU,1687683619
178,nelson,-41.2833,173.2833,12.38,86,92,0.89,NZ,1687683689
179,talnakh,69.4865,88.3972,17.34,38,100,1.97,RU,1687683689
180,malakal,9.5334,31.6605,31.01,54,21,3.17,SS,1687683689
181,hammonton,39.6365,-74.8024,21.94,99,0,1.53,US,1687683602
182,kawalu,-7.3817,108.2082,26.28,74,60,2.51,ID,1687683690
183,tshane,-24.0196,21.8684,21.68,25,0,8.08,BW,1687683690
184,nurota,40.5614,65.6886,29.9,13,97,6.78,UZ,1687683690
185,ambilobe,-13.2,49.05,30.73,42,33,0.87,MG,1687683691
186,murmashi,68.8154,32.8115,21.23,56,0,3.0,RU,1687683691
187,saint-philippe,-21.3585,55.7679,22.77,58,62,5.74,RE,1687683691
188,ugoofaaru,5.6667,73.0,27.4,78,100,6.92,MV,1687683692
189,srednekolymsk,67.45,153.6833,19.24,61,94,2.79,RU,1687683692
190,san patricio,28.017,-97.5169,28.92,94,23,5.26,US,1687683692
191,ponta do sol,32.6667,-17.1,24.28,71,2,2.04,PT,1687683693
192,cidreira,-30.1811,-50.2056,18.36,87,97,2.91,BR,1687683693
193,karasburg,-28.0167,18.75,18.87,24,0,0.71,NA,1687683693
194,puerto escondido,15.85,-97.0667,24.95,87,100,1.25,MX,1687683605
195,tete,-16.1564,33.5867,25.05,56,40,2.57,MZ,1687683651
196,comodoro rivadavia,-45.8667,-67.5,2.92,81,0,2.06,AR,1687683694
197,namatanai,-3.6667,152.4333,26.74,80,22,2.02,PG,1687683694
198,lamu,-2.2717,40.902,29.12,69,64,8.8,KE,1687683695
199,tura,25.5198,90.2201,30.2,69,54,3.91,IN,1687683695
200,songjianghe,42.1859,127.479,28.97,49,13,0.67,CN,1687683695
201,roebourne,-20.7833,117.1333,21.25,36,19,2.85,AU,1687683696
202,sao filipe,14.8961,-24.4956,24.06,75,1,2.28,CV,1687683696
203,upernavik,72.7868,-56.1549,-0.29,92,95,1.94,GL,1687683696
204,beidao,34.5686,105.8933,32.05,29,21,3.55,CN,1687683696
205,ewa beach,21.3156,-158.0072,25.55,72,16,7.6,US,1687683697
206,gamba,-2.65,10.0,24.52,78,98,1.7,GA,1687683697
207,mandurah,-32.55,115.7,12.17,74,51,8.95,AU,1687683697
208,sabha,27.0377,14.4283,33.61,20,0,3.08,LY,1687683697
209,kauhajoki,62.4333,22.1833,18.39,74,92,0.45,FI,1687683698
210,jumla,29.2747,82.1838,21.11,72,100,1.41,NP,1687683679
211,clyde river,70.4692,-68.5914,0.13,100,100,2.57,CA,1687683698
212,kodinsk,58.6881,99.1844,26.65,28,85,2.05,RU,1687683699
213,sao domingos,-13.3983,-46.3183,16.26,68,100,2.5,BR,1687683699
214,dudinka,69.4058,86.1778,17.57,39,99,4.75,RU,1687683699
215,alta floresta,-9.8756,-56.0861,21.39,67,99,1.55,BR,1687683699
216,adrar,20.5022,-10.0711,30.59,19,0,6.49,MR,1687683700
217,duobao,30.67,112.6895,31.06,52,54,1.55,CN,1687683700
218,ipixuna,-1.7625,-48.8043,22.24,95,5,0.34,BR,1687683700
219,aksha,50.2814,113.2867,29.22,28,100,0.93,RU,1687683700
220,rocha,-34.4833,-54.3333,12.63,97,100,2.23,UY,1687683701
221,cairns,-16.9167,145.7667,23.97,78,40,4.12,AU,1687683603
222,najran,17.4924,44.1277,37.36,8,57,4.19,SA,1687683701
223,verkhnyaya inta,65.9811,60.3094,15.63,37,6,2.47,RU,1687683702
224,flinders,-34.5833,150.8552,14.1,46,50,2.68,AU,1687683702
225,mango,27.9797,-82.3065,27.17,86,40,0.0,US,1687683702
226,lorengau,-2.0226,147.2712,26.47,80,74,3.76,PG,1687683702
227,warrnambool,-38.3833,142.4833,9.63,81,90,8.87,AU,1687683507
228,nelson bay,-32.7167,152.15,17.78,77,6,2.68,AU,1687683703
229,baykit,61.67,96.37,20.4,35,100,0.77,RU,1687683703
230,serra talhada,-7.9919,-38.2983,21.2,78,94,6.64,BR,1687683703
231,okhotsk,59.3833,143.3,13.38,73,12,3.5,RU,1687683704
232,fairbanks,64.8378,-147.7164,17.98,77,75,1.54,US,1687683472
233,bengkulu,-3.8004,102.2655,26.89,88,100,3.06,ID,1687683704
234,fort nelson,58.8053,-122.7002,13.77,86,100,1.03,CA,1687683704
235,ballina,-28.8667,153.5667,19.14,53,4,4.04,AU,1687683705
236,el cobre,20.0489,-75.9469,23.31,92,10,1.4,CU,1687683705
237,cap malheureux,-19.9842,57.6142,24.7,65,13,2.68,MU,1687683705
238,iqaluit,63.7506,-68.5145,3.85,93,75,2.57,CA,1687683613
239,faanui,-16.4833,-151.75,27.01,79,11,4.89,PF,1687683705
240,abu samrah,35.3029,37.1841,34.38,16,0,3.58,SY,1687683706
241,kovdor,67.5662,30.4758,23.51,31,14,2.19,RU,1687683706
242,baglung,28.2719,83.5898,26.76,81,100,1.37,NP,1687683707
243,khani,41.9563,42.9566,22.76,45,0,2.15,GE,1687683707
244,bambous virieux,-20.3428,57.7575,24.56,100,75,4.12,MU,1687683707
245,khandyga,62.6667,135.6,29.45,41,1,1.77,RU,1687683708
246,hofn,64.2539,-15.2082,14.01,88,100,8.75,IS,1687683708
247,kapoeta,4.7717,33.5903,26.96,65,44,3.42,SS,1687683708
248,usinsk,65.9939,57.5281,16.9,39,1,3.98,RU,1687683709
249,geraldton,-28.7667,114.6,17.23,77,40,4.12,AU,1687683708
250,mount gambier,-37.8333,140.7667,10.29,83,41,5.7,AU,1687683709
251,annau,37.8876,58.516,31.72,29,75,3.09,TM,1687683709
252,flagstaff,35.1981,-111.6513,15.81,20,0,0.45,US,1687683599
253,aasiaat,68.7098,-52.8699,1.69,88,84,1.61,GL,1687683710
254,bethel,41.3712,-73.414,20.8,86,97,0.81,US,1687683710
255,lugovoy,42.9472,72.7644,29.84,18,97,3.07,KZ,1687683711
256,south lake tahoe,38.9332,-119.9844,12.36,83,0,0.0,US,1687683711
257,ibra,22.6906,58.5334,42.85,20,16,6.11,OM,1687683711
258,isiro,2.7739,27.616,21.23,96,100,1.27,CD,1687683712
259,poum,-20.2333,164.0167,22.09,72,6,6.97,NC,1687683712
260,souillac,-20.5167,57.5167,19.21,100,75,4.12,MU,1687683712
261,torbay,47.6666,-52.7314,14.43,88,0,7.72,CA,1687683712
262,majene,-3.5403,118.9707,28.29,75,84,1.36,ID,1687683713
263,margate,51.3813,1.3862,22.39,73,38,4.27,GB,1687683713
264,biltine,14.5333,20.9167,31.69,45,100,3.48,TD,1687683713
265,eldorado,-23.7869,-54.2836,14.79,89,0,2.65,BR,1687683713
266,noumea,-22.2763,166.4572,22.22,99,12,3.91,NC,1687683615
267,dali,25.7,100.1833,25.8,47,53,1.7,CN,1687683714
268,demak,-6.8909,110.6396,30.98,65,38,3.9,ID,1687683714
269,canutama,-6.5339,-64.3831,23.6,89,92,0.85,BR,1687683715
270,kirksville,40.1948,-92.5833,22.97,80,0,4.12,US,1687683715
271,sao joao da barra,-21.6403,-41.0511,20.31,77,100,3.15,BR,1687683715
272,hami,42.8,93.45,32.77,11,0,6.64,CN,1687683715
273,eydhafushi,5.1033,73.0708,26.62,80,100,4.98,MV,1687683716
274,hakui,36.8833,136.7833,26.08,83,100,1.95,JP,1687683716
275,chiredzi,-21.05,31.6667,23.69,36,0,2.32,ZW,1687683716
276,port hedland,-20.3167,118.5667,24.03,25,75,3.09,AU,1687683716
277,ivdel,60.6911,60.4206,13.67,75,97,2.47,RU,1687683717
278,armacao de pera,37.1026,-8.357,30.95,42,0,2.14,PT,1687683717
279,hasaki,35.7333,140.8333,27.38,82,2,3.56,JP,1687683717
280,hualmay,-11.0964,-77.6139,19.37,88,48,2.26,PE,1687683718
281,akyab,20.15,92.9,27.55,84,100,4.79,MM,1687683718
282,luderitz,-26.6481,15.1594,17.23,62,0,5.46,NA,1687683718
283,hervey bay,-25.2986,152.8535,20.27,91,86,6.18,AU,1687683718
284,bilibino,68.0546,166.4372,16.67,58,82,3.32,RU,1687683718
285,yuci,37.6803,112.7319,31.86,22,20,6.0,CN,1687683719
286,kaeo,-35.1,173.7833,12.96,96,61,4.12,NZ,1687683719
287,marly,50.3456,3.5496,28.74,53,0,4.47,FR,1687683719
288,takaka,-40.85,172.8,14.75,88,96,0.78,NZ,1687683719
289,gossaigaon,26.4481,89.989,32.56,68,75,1.97,IN,1687683720
290,monrovia,6.3005,-10.7969,24.87,90,100,3.83,LR,1687683720
291,jishou,28.3167,109.7167,28.53,74,53,1.42,CN,1687683720
292,alofi,-19.0595,-169.9187,17.94,100,17,0.51,NU,1687683721
293,abu dhabi,24.4667,54.3667,39.06,35,0,3.6,AE,1687683545
294,harper,4.375,-7.7169,25.21,81,100,5.04,LR,1687683721
295,yar-sale,66.8333,70.8333,9.18,69,100,3.78,RU,1687683722
296,wau,7.7029,27.9953,29.07,59,70,3.1,SS,1687683669
297,yefremov,53.1481,38.0992,19.49,55,92,4.61,RU,1687683722
298,winnemucca,40.973,-117.7357,16.03,44,0,5.14,US,1687683723
299,payo,-3.7508,103.6372,27.29,82,100,1.03,ID,1687683723
300,vanimo,-2.6741,141.3028,26.32,87,98,4.63,PG,1687683723
301,alabaster,33.2443,-86.8164,21.6,96,0,1.54,US,1687683624
302,mbandaka,0.0487,18.2603,25.61,77,71,1.57,CD,1687683723
303,evanton,57.6638,-4.34,23.81,62,85,6.66,GB,1687683724
304,neuquen,-38.9516,-68.0591,7.94,93,100,1.54,AR,1687683612
305,buin,-33.7333,-70.75,15.84,86,100,0.25,CL,1687683724
306,seoul,37.5683,126.9778,31.78,48,0,2.06,KR,1687683583
307,kalat,29.0225,66.5916,33.85,20,26,1.6,PK,1687683725
308,vila franca do campo,37.7167,-25.4333,20.23,79,14,1.47,PT,1687683725
309,fougamou,-1.2154,10.5838,23.68,81,93,0.58,GA,1687683725
310,eureka,40.8021,-124.1637,14.3,94,100,0.45,US,1687683605
311,inta,66.0317,60.1659,15.79,36,5,2.29,RU,1687683726
312,castro,-24.7911,-50.0119,11.77,80,0,0.94,BR,1687683726
313,chistogorskiy,53.9835,87.3843,17.38,44,51,2.61,RU,1687683727
314,kieta,-6.2167,155.6333,26.16,87,99,3.64,PG,1687683727
315,sola,-13.8833,167.55,25.07,64,68,9.93,VU,1687683727
316,ambon,-3.6954,128.1814,30.08,75,40,2.57,ID,1687683727
317,bambanglipuro,-7.95,110.2833,26.92,72,28,4.05,ID,1687683728
318,half moon bay,37.4636,-122.4286,14.74,81,100,5.14,US,1687683728
319,lagunas,-5.2269,-75.6753,21.84,99,73,0.64,PE,1687683728
320,oksbol,55.6268,8.2876,18.84,86,8,3.31,DK,1687683729
321,kano,12.0001,8.5167,25.94,78,20,8.23,NG,1687683729
322,waingapu,-9.6567,120.2641,27.59,75,31,3.5,ID,1687683729
323,gilbues,-9.8317,-45.3439,16.52,68,76,2.22,BR,1687683705
324,portland,45.5234,-122.6762,16.32,74,0,2.24,US,1687683654
325,buritizeiro,-17.3511,-44.9622,14.96,67,100,0.8,BR,1687683730
326,aklavik,68.2191,-135.0107,13.05,50,0,4.3,CA,1687683730
327,chabahar,25.2919,60.643,30.57,71,49,6.04,IR,1687683731
328,moundsville,39.9203,-80.7431,19.45,95,1,1.1,US,1687683712
329,minbu,20.1833,94.8833,30.32,64,75,5.8,MM,1687683731
330,nyurba,63.2842,118.3319,25.72,45,99,1.66,RU,1687683732
331,khorramabad,33.4878,48.3558,37.79,11,0,1.03,IR,1687683732
332,xuanhua,40.6103,115.0447,27.7,44,100,5.83,CN,1687683732
333,port lincoln,-34.7333,135.8667,12.96,67,2,7.38,AU,1687683733
334,ekhabi,53.5102,142.9671,20.05,69,100,4.55,RU,1687683733
335,buchanan,5.8808,-10.0467,25.22,87,100,3.64,LR,1687683733
336,camana,-16.6228,-72.7111,15.97,87,9,0.48,PE,1687683733
337,gornyy,55.1153,83.9059,16.76,49,97,0.76,RU,1687683734
338,marietta,33.9526,-84.5499,21.84,92,75,0.0,US,1687683474
339,inongo,-1.95,18.2667,23.4,78,95,0.33,CD,1687683734
340,husavik,66.0449,-17.3389,14.58,79,100,4.06,IS,1687683439
341,nadym,65.5333,72.5167,11.7,65,97,6.33,RU,1687683734
342,slavutych,51.5196,30.7343,16.96,95,100,2.79,UA,1687683735
343,brae,60.3964,-1.353,16.89,81,87,8.3,GB,1687683735
344,dunedin,-45.8742,170.5036,9.89,90,77,1.79,NZ,1687683654
345,merauke,-8.4667,140.3333,26.9,77,84,4.29,ID,1687683736
346,ivybridge,50.3904,-3.9191,23.19,79,84,5.42,GB,1687683736
347,truth or consequences,33.1284,-107.2528,25.13,15,0,4.12,US,1687683736
348,popondetta,-8.7537,148.2534,23.74,92,100,0.59,PG,1687683736
349,victoria,22.2855,114.1577,30.8,76,100,5.36,HK,1687683608
350,north bend,43.4065,-124.2243,12.73,94,100,5.66,US,1687683606
351,totness,5.8833,-56.3167,24.85,87,13,4.02,SR,1687683737
352,palana,59.1167,159.9667,11.98,72,28,0.53,RU,1687683737
353,tamandare,-8.7597,-35.1047,23.52,88,30,4.21,BR,1687683738
354,lebu,-37.6167,-73.65,13.46,98,100,7.62,CL,1687683576
355,carutapera,-1.195,-46.02,22.86,94,19,1.82,BR,1687683738
356,les herbiers,46.8667,-1.0167,27.22,46,4,2.92,FR,1687683738
357,louis trichardt,-23.0439,29.9032,23.34,28,0,0.41,ZA,1687683738
358,isangel,-19.55,169.2667,21.17,63,25,4.7,VU,1687683739
359,korla,41.7597,86.1469,32.41,16,41,4.91,CN,1687683739
360,locri,38.2414,16.2623,26.29,61,1,3.77,IT,1687683739
361,nuuk,64.1835,-51.7216,2.34,93,75,1.34,GL,1687683740
362,ludvika,60.1496,15.1878,22.96,31,0,2.15,SE,1687683740
363,huntsville,34.7304,-86.5861,22.33,84,0,1.34,US,1687683609
364,caravelas,-17.7125,-39.2481,18.88,86,100,1.3,BR,1687683740
